CIE;DESCRIPCION
Q98;OTRAS ANOMALIAS DE LOS CROMOSOMAS SEXUALES, CON FENOTIPO MASCULINO, NO CLASIFICADAS EN OTRA PARTE
Q980;SINDROME DE KLINEFELTER, CARIOTIPO 47, XXY
Q981;SINDROME DE KLINEFELTER, HOMBRE CON MAS DE DOS CROMOSOMAS X
Q982;SINDROME DE KLINEFELTER, HOMBRE CON CARIOTIPO 46, XX
Q983;OTRO HOMBRE CON CARIOTIPO 46, XX
Q984;SINDROME DE KLINEFELTER, NO ESPECIFICADO
Q985;CARIOTIPO 47, XYY
Q986;HOMBRE CON CROMOSOMA SEXUAL ESTRUCTURALMENTE ANORMAL
Q987;HOMBRE CON MOSAICO DE CROMOSOMAS SEXUALES
Q988;OTRAS ANOMALIAS DE LOS CROMOSOMAS SEXUALES, CON FENOTIPO MASCULINO, ESPECIFICADAS
Q989;ANOMALIA DE LOS CROMOSOMAS SEXUALES, FENOTIPO MASCULINO, SIN OTRA ESPECIFICACION
Q99;OTRAS ANOMALIAS CROMOSOMICAS, NO CLASIFICADAS EN OTRA PARTE
Q990;QUIMERA 46, XX/46, XY
Q991;HERMAFRODITA VERDADERO 46, XX
Q992;CROMOSOMA X FRAGIL
Q998;OTRAS ANOMALIAS DE LOS CROMOSOMAS, ESPECIFICADAS
Q999;ANOMALIA CROMOSOMICA, NO ESPECIFICADA
R00;ANORMALIDADES DEL LATIDO CARDIACO
R000;TAQUICARDIA, NO ESPECIFICADA
R001;BRADICARDIA, NO ESPECIFICADA
R002;PALPITACIONES
R008;OTRAS ANORMALIDADES DEL LATIDO CARDIACO Y LAS NO ESPECIFICADAS
R01;SOPLOS Y OTROS SONIDOS CARDIACOS
R010;SOPLOS CARDIACOS BENIGNOS O INOCENTES
R011;SOPLO CARDIACO, NO ESPECIFICADO
R012;OTROS SONIDOS CARDIACOS
R02X;GANGRENA, NO CLASIFICADA EN OTRA PARTE
R03;LECTURA DE PRESION SANGUINEA ANORMAL, SIN DIAGNOSTICO
R030;LECTURA ELEVADA DE LA PRESION SANGUINEA, SIN DIAGNOSTICO DE HIPERTENSION
R031;LECTURA DE PRESION BAJA NO ESPECIFICA
R04;HEMORRAGIA DE LAS VIAS RESPIRATORIAS
R040;EPISTAXIS
R041;HEMORRAGIA DE LA GARGANTA
R042;HEMOPTISIS
R048;HEMORRAGIA DE OTROS SITIOS DE LAS VIAS RESPIRATORIAS
R049;HEMORRAGIA DE LAS VIAS RESPIRATORIAS, NO ESPECIFICADA
R05X;TOS
R06;ANORMALIDADES DE LA RESPIRACION
R060;DISNEA
R061;ESTRIDOR
R062;SILBIDO
R063;RESPIRACION PERIODICA
R064;HIPERVENTILACION
R065;RESPIRACION CON LA BOCA
R066;HIPO
R067;ESTORNUDO
R068;OTRAS ANORMALIDADES DE LA RESPIRACION Y LAS NO ESPECIFICADAS
R07;DOLOR DE GARGANTA Y EN EL PECHO
R070;DOLOR DE GARGANTA
R071;DOLOR EN EL PECHO AL RESPIRAR
R072;DOLOR PRECORDIAL
R073;OTROS DOLORES EN EL PECHO
R074;DOLOR EN EL PECHO, NO ESPECIFICADO
R09;OTROS SINTOMAS Y SIGNOS QUE INVOLUCRAN LOS SISTEMAS CIRCULATORIO Y RESPIRATORIO
R090;ASFIXIA
R091;PLEURESIA
R092;PARO RESPIRATORIO
R093;ESPUTO ANORMAL
R098;OTROS SINTOMAS Y SIGNOS ESPECIFICADOS QUE INVOLUCRAN LOS SISTEMAS CIRCULATORIO Y RESPIRATORIO
R10;DOLOR ABDOMINAL Y PELVICO
R100;ABDOMEN AGUDO
R101;DOLOR ABDOMINAL LOCALIZADO EN PARTE SUPERIOR
R102;DOLOR PELVICO Y PERINEAL
R103;DOLOR LOCALIZADO EN OTRAS PARTES INFERIORES DEL ABDOMEN
R104;OTROS DOLORES ABDOMINALES Y LOS NO ESPECIFICADOS
R11X;NAUSEA Y VOMITO
R12X;ACIDEZ
R13X;DISFAGIA
R14X;FLATULENCIA Y AFECCIONES AFINES
R15X;INCONTINENCIA FECAL
R16;HEPATOMEGALIA Y ESPLENOMEGALIA, NO CLASIFICADAS EN OTRA PARTE
R160;HEPATOMEGALIA, NO CLASIFICADA EN OTRA PARTE
R161;ESPLENOMEGALIA, NO CLASIFICADA EN OTRA PARTE
R162;HEPATOMEGALIA CON ESPLENOMEGALIA, NO CLASIFICADAS EN OTRA PARTE
R17X;ICTERICIA NO ESPECIFICADA
R18X;ASCITIS
R19;OTROS SINTOMAS Y SIGNOS QUE INVOLUCRAN EL SISTEMA DIGESTIVO Y EL ABDOMEN
R190;TUMEFACCION, MASA O PROMINENCIA INTRAABDOMINAL Y PELVICA
R191;SONIDOS INTESTINALES ANORMALES
R192;PERISTALSIS VISIBLE
R193;RIGIDEZ ABDOMINAL
R194;CAMBIOS EN LOS HABITOS INTESTINALES
R195;OTRAS ANORMALIDADES FECALES
R196;HALITOSIS
R198;OTROS SINTOMAS Y SIGNOS ESPECIFICADOS QUE INVOLUCRAN EL SISTEMA DIGESTIVO Y EL ABDOMEN
R20;ALTERACIONES DE LA SENSIBILIDAD CUTANEA
R200;ANESTESIA DE LA PIEL
R201;HIPOESTESIA DE LA PIEL
R202;PARESTESIA DE LA PIEL
R203;HIPERESTESIA
R208;OTRAS ALTERACIONES DE LA SENSIBILIDAD CUTANEA Y LAS NO ESPECIFICADAS
R21X;SALPULLIDO Y OTRAS ERUPCIONES CUTANEAS NO ESPECIFICADAS
R22;TUMEFACCION, MASA O PROMINENCIA DE LA PIEL Y DEL TEJIDO SUBCUTANEO LOCALIZADOS
R220;TUMEFACCION, MASA O PROMINENCIA LOCALIZADA EN LA CABEZA
R221;TUMEFACCION, MASA O PROMINENCIA LOCALIZADA EN EL CUELLO
R222;TUMEFACCION, MASA O PROMINENCIA LOCALIZADA EN EL TRONCO
R223;TUMEFACCION, MASA O PROMINENCIA LOCALIZADA EN EL MIEMBRO SUPERIOR
R224;TUMEFACCION, MASA O PROMINENCIA LOCALIZADA EN EL MIEMBRO INFERIOR
R227;TUMEFACCION, MASA O PROMINENCIA LOCALIZADA EN SITIOS MULTIPLES
R229;TUMEFACCION, MASA O PROMINENCIA LOCALIZADA EN PARTE NO ESPECIFICADA
R23;OTROS CAMBIOS EN LA PIEL
R230;CIANOSIS
R231;PALIDEZ
R232;RUBOR
R233;EQUIMOSIS ESPONTANEA
R234;CAMBIOS EN LA TEXTURA DE LA PIEL
R238;OTROS CAMBIOS DE LA PIEL Y LOS NO ESPECIFICADOS
R25;MOVIMIENTOS INVOLUNTARIOS ANORMALES
R250;MOVIMIENTOS ANORMALES DE LA CABEZA
R251;TEMBLOR NO ESPECIFICADO
R252;CALAMBRES Y ESPASMOS
R253;FASCICULACION
R258;OTROS MOVIMIENTOS ANORMALES INVOLUNTARIOS Y LOS NO ESPECIFICADOS
R26;ANORMALIDADES DE LA MARCHA Y DE LA MOVILIDAD
R260;MARCHA ATAXICA
R261;MARCHA PARALITICA
R262;DIFICULTAD PARA CAMINAR, NO CLASIFICADA EN OTRA PARTE
R263;INMOVILIDAD
R268;OTRAS ANORMALIDADES DE LA MARCHA Y DE LA MOVILIDAD Y LAS NO ESPECIFICADAS
R27;OTRAS FALLAS DE COORDINACION
R270;ATAXIA, NO ESPECIFICADA
R278;OTRAS FALLAS DE LA COORDINACION Y LAS NO ESPECIFICADAS
R29;OTROS SINTOMAS Y SIGNOS QUE INVOLUCRAN LOS SISTEMAS NERVIOSO Y OSTEOMUSCULAR
R290;TETANIA
R291;MENINGISMO
R292;REFLEJOS ANORMALES
R293;POSTURA ANORMAL
R294;CHASQUIDO DE LA CADERA
R296;TENDENCIA A CAER, NO CLASIFICADA EN OTRA PARTE
R298;OTROS SINTOMAS Y SIGNOS QUE INVOLUCRAN LOS SISTEMAS NERVIOSO Y OSTEOMUSCULAR Y LOS NO ESPECIFICADOS
R30;DOLOR ASOCIADO CON LA MICCION
R300;DISURIA
R301;TENESMO VESICAL
R309;MICCION DOLOROSA, NO ESPECIFICADA
R31X;HEMATURIA, NO ESPECIFICADA
R32X;INCONTINENCIA URINARIA, NO ESPECIFICADA
R33X;RETENCION DE ORINA
R34X;ANURIA Y OLIGURIA
R35X;POLIURIA
R36X;DESCARGA URETRAL
R39;OTROS SINTOMAS Y SIGNOS QUE INVOLUCRAN EL SISTEMA URINARIO
R390;EXTRAVASACION DE LA ORINA
R391;OTRAS DIFICULTADES DE LA MICCION
R392;UREMIA EXTRARRENAL
R398;OTROS SINTOMAS Y SIGNOS QUE INVOLUCRAN EL SISTEMA URINARIO Y LOS NO ESPECIFICADOS
R40;SOMNOLENCIA, ESTUPOR Y COMA
R400;SOMNOLENCIA
R401;ESTUPOR
R402;COMA, NO ESPECIFICADO
R41;OTROS SINTOMAS Y SIGNOS QUE INVOLUCRAN LA FUNCION COGNOSCITIVA Y LA CONCIENCIA
R410;DESORIENTACION NO ESPECIFICADA
R411;AMNESIA ANTEROGRADA
R412;AMNESIA RETROGRADA
R413;OTRA AMNESIA
R418;OTROS SINTOMAS Y SIGNOS QUE INVOLUCRAN LA FUNCION COGNOSCITIVA Y LA CONCIENCIA Y LOS NO ESPECIFICADOS
R42X;MAREO Y DESVANECIMIENTO
R43;TRASTORNOS DEL OLFATO Y DEL GUSTO
R430;ANOSMIA
R431;PAROSMIA
R432;PARAGEUSIA
R438;OTRAS ALTERACIONES DEL GUSTO Y DEL OLFATO Y LAS NO ESPECIFICADAS
R44;OTROS SINTOMAS Y SIGNOS QUE INVOLUCRAN LAS SENSACIONES Y PERCEPCIONES GENERALES
R440;ALUCINACIONES AUDITIVAS
R441;ALUCINACIONES VISUALES
R442;OTRAS ALUCINACIONES
R443;ALUCINACIONES, NO ESPECIFICADAS
R448;OTROS SINTOMAS Y SIGNOS QUE INVOLUCRAN LAS SENSACIONES Y PERCEPCIONES GENERALES Y LOS NO ESPECIFICADOS
R45;SINTOMAS Y SIGNOS QUE INVOLUCRAN EL ESTADO EMOCIONAL
R450;NERVIOSISMO
R451;INQUIETUD Y AGITACION
R452;INFELICIDAD
R453;DESMORALIZACION Y APATIA
R454;IRRITABILIDAD Y ENOJO
R455;HOSTILIDAD
R456;VIOLENCIA FISICA
R457;TENSION Y ESTADO DE CHOQUE EMOCIONAL, NO ESPECIFICADO
R458;OTROS SINTOMAS Y SIGNOS QUE INVOLUCRAN EL ESTADO EMOCIONAL
R46;SINTOMAS Y SIGNOS QUE INVOLUCRAN LA APARIENCIA Y EL COMPORTAMIENTO
R460;MUY BAJO NIVEL DE HIGIENE PERSONAL
R461;APARIENCIA PERSONAL EXTRAÑA
R462;CONDUCTA EXTRAÑA E INEXPLICABLE
R463;HIPERACTIVIDAD
R464;LENTITUD Y POBRE RESPUESTA
R465;SUSPICACIA Y EVASIVIDAD MARCADAS
R466;PREOCUPACION INDEBIDA POR SUCESOS QUE CAUSAN TENSION
R467;VERBOSIDAD Y DETALLES CIRCUNSTANCIALES QUE OSCURECEN LA RAZON DE LA CONSULTA O EL CONTACTO
R468;OTROS SINTOMAS Y SIGNOS QUE INVOLUCRAN LA APARIENCIA Y EL COMPORTAMIENTO
R47;ALTERACIONES DEL HABLA, NO CLASIFICADAS EN OTRA PARTE
R470;DISFASIA Y AFASIA
R471;DISARTRIA Y ANARTRIA
R478;OTRAS ALTERACIONES DEL HABLA Y LAS NO ESPECIFICADAS
R48;DISLEXIA Y OTRAS DISFUNCIONES SIMBOLICAS, NO CLASIFICADAS EN OTRA PARTE
R480;DISLEXIA Y ALEXIA
R481;AGNOSIA
R482;APRAXIA
R488;OTRAS DISFUNCIONES SIMBOLICAS Y LAS NO ESPECIFICADAS
R49;ALTERACIONES DE LA VOZ
R490;DISFONIA
R491;AFONIA
R492;HIPERNASALIDAD E HIPONASALIDAD
R498;OTRAS ALTERACIONES DE LA VOZ Y LAS NO ESPECIFICADAS
R50;FIEBRE DE OTRO ORIGEN Y DE ORIGEN DESCONOCIDO
R500;FIEBRE CON ESCALOFRIO
R501;FIEBRE PERSISTENTE
R502;FIEBRE INDUCIDA POR DROGAS
R508;OTRAS FIEBRES ESPECIFICADAS
R509;FIEBRE, NO ESPECIFICADA
R51X;CEFALEA
R52;DOLOR, NO CLASIFICADO EN OTRA PARTE
R520;DOLOR AGUDO
R521;DOLOR CRONICO INTRATABLE
R522;OTRO DOLOR CRONICO
R529;DOLOR, NO ESPECIFICADO
R53X;MALESTAR Y FATIGA
R54X;SENILIDAD
R55X;SINCOPE Y COLAPSO
R56;CONVULSIONES, NO CLASIFICADAS EN OTRA PARTE
R560;CONVULSIONES FEBRILES
R568;OTRAS CONVULSIONES Y LAS NO ESPECIFICADAS
R57;CHOQUE, NO CLASIFICADO EN OTRA PARTE
R570;CHOQUE CARDIOGENICO
R571;CHOQUE HIPOVOLEMICO
R572;CHOQUE SEPTICO
R578;OTRAS FORMAS DE CHOQUE
R579;CHOQUE, NO ESPECIFICADO
R58X;HEMORRAGIA, NO CLASIFICADA EN OTRA PARTE
R59;ADENOMEGALIA
R590;ADENOMEGALIA LOCALIZADA
R591;ADENOMEGALIA GENERALIZADA
R599;ADENOMEGALIA, NO ESPECIFICADA
R60;EDEMA, NO CLASIFICADO EN OTRA PARTE
R600;EDEMA LOCALIZADO
R601;EDEMA GENERALIZADO
R609;EDEMA, NO ESPECIFICADO
R61;HIPERHIDROSIS
R610;HIPERHIDROSIS LOCALIZADA
R611;HIPERHIDROSIS GENERALIZADA
R619;HIPERHIDROSIS, NO ESPECIFICADA
R62;FALTA DEL DESARROLLO FISIOLOGICO NORMAL ESPERADO
R620;RETARDO DEL DESARROLLO
R628;OTRAS FALTAS DEL DESARROLLO FISIOLOGICO NORMAL ESPERADO
R629;FALTA DEL DESARROLLO FISIOLOGICO NORMAL ESPERADO, SIN OTRA ESPECIFICACION
R63;SINTOMAS Y SIGNOS CONCERNIENTES A LA ALIMENTACION Y A LA INGESTION DE LIQUIDOS
R630;ANOREXIA
R631;POLIDIPSIA
R632;POLIFAGIA
R633;DIFICULTADES Y MALA ADMINISTRACION DE LA ALIMENTACION
R634;PERDIDA ANORMAL DE PESO
R635;AUMENTO ANORMAL DE PESO
R636;INGESTA INSUFICIENTE DE ALIMENTOS Y AGUA DEBIDA A DESCUIDO PERSONAL
R638;OTROS SINTOMAS Y SIGNOS CONCERNIENTES A LA ALIMENTACION Y A LA INGESTION DE LIQUIDOS
R64X;CAQUEXIA
R65;SINDROME DE RESPUESTA INFLAMATORIA SISTEMICA
R650;SINDROME DE RESPUESTA INFLAMATORIA SISTEMICA DE ORIGEN INFECCIOSO, SIN FALLA ORGANICA
R651;SINDROME DE RESPUESTA INFLAMATORIA SISTEMICA DE ORIGEN INFECCIOSO, CON FALLA ORGANICA
R652;SINDROME DE RESPUESTA INFLAMATORIA SISTEMICA DE ORIGEN NO INFECCIOSO, SIN FALLA ORGANICA
R653;SINDROME DE RESPUESTA INFLAMATORIA SISTEMICA DE ORIGEN NO INFECCIOSO, CON FALLA ORGANICA
R659;SINDROME DE RESPUESTA INFLAMATORIA SISTEMICA, NO ESPECIFICADO
R68;OTROS SINTOMAS Y SIGNOS GENERALES
R680;HIPOTERMIA NO ASOCIADA CON BAJA TEMPERATURA DEL AMBIENTE
R681;SINTOMAS NO ESPECIFICOS PROPIOS DE LA INFANCIA
R682;BOCA SECA, NO ESPECIFICADA
R683;DEDOS DE LA MANO DEFORMES
R688;OTROS SINTOMAS Y SIGNOS GENERALES ESPECIFICADOS
R69X;CAUSAS DE MORBILIDAD DESCONOCIDAS Y NO ESPECIFICADAS
R70;VELOCIDAD DE ERITROSEDIMENTACION ELEVADA Y OTRAS ANORMALIDADES DE LA VISCOSIDAD DEL PLASMA
R700;VELOCIDAD DE ERITROSEDIMENTACION ELEVADA
R701;VISCOSIDAD PLASMATICA ANORMAL
R71X;ANORMALIDAD DE LOS ERITROCITOS
R72X;ANORMALIDADES DE LOS LEUCOCITOS, NO CLASIFICADAS EN OTRA PARTE
R73;NIVEL ELEVADO DE GLUCOSA EN SANGRE
R730;ANORMALIDADES EN LA PRUEBA DE TOLERANCIA A LA GLUCOSA
R739;HIPERGLICEMIA, NO ESPECIFICADA
R74;NIVEL ANORMAL DE ENZIMAS EN SUERO
R740;ELEVACION DE LOS NIVELES DE TRANSAMINASAS O DESHIDROGENASA LACTICA [DHL]
R748;NIVELES ANORMALES DE OTRAS ENZIMAS EN SUERO
R749;NIVEL ANORMAL DE ENZIMAS EN SUERO, NO ESPECIFICADO
R75X;EVIDENCIAS DE LABORATORIO DEL VIRUS DE LA INMUNODEFICIENCIA HUMANA [VIH]
R76;OTROS HALLAZGOS INMUNOLOGICOS ANORMALES EN SUERO
R760;TITULACION ELEVADA DE ANTICUERPOS
R761;REACCION ANORMAL A LA PRUEBA CON TUBERCULINA
R762;FALSO POSITIVO EN LA PRUEBA SEROLOGICA PARA SIFILIS
R768;OTROS HALLAZGOS INMUNOLOGICOS ANORMALES ESPECIFICADOS EN SUERO
R769;HALLAZGOS INMUNOLOGICOS ANORMALES NO ESPECIFICADOS EN SUERO
R77;OTRAS ANORMALIDADES DE LAS PROTEINAS PLASMATICAS
R770;ANORMALIDAD DE LA ALBUMINA
R771;ANORMALIDAD DE LA GLOBULINA
R772;ANORMALIDAD DE LA ALFAFETOPROTEINA
R778;OTRAS ANORMALIDADES ESPECIFICADAS DE LAS PROTEINAS PLASMATICAS
R779;ANORMALIDADES NO ESPECIFICADAS DE LAS PROTEINAS PLASMATICAS
R78;HALLAZGO DE DROGAS Y OTRAS SUSTANCIAS QUE NORMALMENTE NO SE ENCUENTRAN EN LA SANGRE
R780;HALLAZGO DE ALCOHOL EN LA SANGRE
R781;HALLAZGO DE DROGAS OPIACEAS EN LA SANGRE
R782;HALLAZGO DE COCAINA EN LA SANGRE
R783;HALLAZGO DE ALUCINOGENOS EN LA SANGRE
R784;HALLAZGO DE OTRAS DROGAS POTENCIALMENTE ADICTIVAS EN LA SANGRE
R785;HALLAZGO DE DROGAS PSICOTROPICAS EN LA SANGRE
R786;HALLAZGO DE AGENTES ESTEROIDES EN LA SANGRE
R787;HALLAZGO DE NIVELES ANORMALES DE METALES PESADOS EN LA SANGRE
R788;HALLAZGO DE OTRAS SUSTANCIAS ESPECIFICADAS QUE NORMALMENTE NO SE ENCUENTRAN EN LA SANGRE
R789;HALLAZGO DE SUSTANCIA NO ESPECIFICADA QUE NORMALMENTE NO SE ENCUENTRA EN LA SANGRE
R79;OTROS HALLAZGOS ANORMALES EN LA QUIMICA SANGUINEA
R790;NIVEL ANORMAL DE MINERAL EN LA SANGRE
R798;OTROS HALLAZGOS ANORMALES ESPECIFICADOS EN LA QUIMICA SANGUINEA
R799;HALLAZGO ANORMAL EN LA QUIMICA SANGUINEA, SIN OTRA ESPECIFICACION
R80X;PROTEINURIA AISLADA
R81X;GLUCOSURIA
R82;OTROS HALLAZGOS ANORMALES EN LA ORINA
R820;QUILURIA
R821;MIOGLOBINURIA
R822;BILIURIA
R823;HEMOGLOBINURIA
R824;ACETONURIA
R825;ELEVACION DE LOS NIVELES DE DROGAS, MEDICAMENTOS Y SUSTANCIAS BIOLOGICAS EN LA ORINA
R826;NIVELES ANORMALES EN LA ORINA DE SUSTANCIAS DE ORIGEN PRINCIPALMENTE NO MEDICINAL
R827;HALLAZGOS ANORMALES EN EL EXAMEN MICROBIOLOGICO DE LA ORINA
R828;HALLAZGOS ANORMALES EN EL EXAMEN CITOLOGICO E HISTOLOGICO DE LA ORINA
R829;OTROS HALLAZGOS ANORMALES EN LA ORINA Y LOS NO ESPECIFICADOS
R83;HALLAZGOS ANORMALES EN EL LIQUIDO CEFALORRAQUIDEO
R830;HALLAZGOS ANORMALES EN EL LIQUIDO CEFALORRAQUIDEO, NIVEL ANORMAL DE ENZIMAS
R831;HALLAZGOS ANORMALES EN EL LIQUIDO CEFALORRAQUIDEO, NIVEL ANORMAL DE HORMONAS
R832;HALLAZGOS ANORMALES EN EL LIQUIDO CEFALORRAQUIDEO, NIVEL ANORMAL DE OTRAS DROGAS, MEDICAMENTOS Y SUSTANCIAS BIOLOGICAS
R833;HALLAZGOS ANORMALES EN EL LIQUIDO CEFALORRAQUIDEO, NIVEL ANORMAL DE SUSTANCIAS DE ORIGEN FUNDAMENTALMENTE NO MEDICINAL
R834;HALLAZGOS ANORMALES EN EL LIQUIDO CEFALORRAQUIDEO, HALLAZGOS INMUNOLOGICOS ANORMALES
R835;HALLAZGOS ANORMALES EN EL LIQUIDO CEFALORRAQUIDEO, HALLAZGOS MICROBIOLOGICOS ANORMALES, HALLAZGOS POSITIVOS EN EL CULTIVO
R836;HALLAZGOS ANORMALES EN EL LIQUIDO CEFALORRAQUIDEO, HALLAZGOS CITOLOGICOS ANORMALES, FROTIS ANORMAL DE PAPANICOLAOU
R837;HALLAZGOS ANORMALES EN EL LIQUIDO CEFALORRAQUIDEO, HALLAZGOS HISTOLOGICOS ANORMALES
R838;HALLAZGOS ANORMALES EN EL LIQUIDO CEFALORRAQUIDEO, OTROS HALLAZGOS ANORMALES, HALLAZGOS CROMOSOMICOS ANORMALES
R839;HALLAZGOS ANORMALES EN EL LIQUIDO CEFALORRAQUIDEO, HALLAZGOS ANORMALES NO ESPECIFICADOS
R84;HALLAZGOS ANORMALES EN MUESTRAS TOMADAS DE ORGANOS RESPIRATORIOS Y TORACICOS
R840;HALLAZGOS ANORMALES EN MUESTRAS TOMADAS DE ORGANOS RESPIRATORIOS Y TORACICOS, NIVEL ANORMAL DE ENZIMAS
R841;HALLAZGOS ANORMALES EN MUESTRAS TOMADAS DE ORGANOS RESPIRATORIOS Y TORACICOS, NIVEL ANORMAL DE HORMONAS
R842;HALLAZGOS ANORMALES EN MUESTRAS TOMADAS DE ORGANOS RESPIRATORIOS Y TORACICOS,NIVEL ANORMAL DE OTRAS DROGAS, MEDICAMENTOS Y SUSTANCIAS BIOLOGICAS
R843;HALLAZGOS ANORMALES EN MUESTRAS TOMADAS DE ORGANOS RESPIRATORIOS Y TORACICOS, NIVEL ANORMAL DE SUSTANCIAS DE ORIGEN FUNDAMENTALMENTE NO MEDICINAL
R844;HALLAZGOS ANORMALES EN MUESTRAS TOMADAS DE ORGANOS RESPIRATORIOS Y TORACICOS, HALLAZGOS INMUNOLOGICOS ANORMALES
R845;HALLAZGOS ANORMALES EN MUESTRAS TOMADAS DE ORGANOS RESPIRATORIOS Y TORACICOS, HALLAZGOS MICROBIOLOGICOS ANORMALES, HALLAZGOS POSITIVOS EN EL CULTIVO
R846;HALLAZGOS ANORMALES EN MUESTRAS TOMADAS DE ORGANOS RESPIRATORIOS Y TORACICOS, HALLAZGOS CITOLOGICOS ANORMALES, FROTIS ANORMAL DE PAPANICOLAOU
R847;HALLAZGOS ANORMALES EN MUESTRAS TOMADAS DE ORGANOS RESPIRATORIOS Y TORACICOS, HALLAZGOS HISTOLOGICOS ANORMALES
R848;HALLAZGOS ANORMALES EN MUESTRAS TOMADAS DE ORGANOS RESPIRATORIAS Y TORACICOS OTROS HALLAZGOS ANORMALES, HALLAZGOS CROMOSOMICOS ANORMALES
R849;HALLAZGOS ANORMALES EN MUESTRAS TOMADAS DE ORGANOS RESPIRATORIOS Y TORACICOS, HALLAZGOS ANORMALES NO ESPECIFICADOS
R85;HALLAZGOS ANORMALES EN MUESTRAS TOMADAS DE ORGANOS DIGESTIVOS Y DE LA CAVIDAD ABDOMINAL
R850;HALLAZGOS ANORMALES EN MUESTRAS TOMADAS DE ORGANOS DIGESTIVOS Y DE LA CAVIDAD ABDOMINAL, NIVEL ANORMAL DE ENZIMAS
R851;HALLAZGOS ANORMALES EN MUESTRAS TOMADAS DE ORGANOS DIGESTIVOS Y DE LA CAVIDAD ABDOMINAL, NIVEL ANORMAL DE HORMONAS
R852;HALLAZGOS ANORMALES EN MUESTRAS TOMADAS DE ORGANOS DIGESIVOS Y DE LA CAVIDAD ABDOMINAL, NIVEL ANORMAL DE OTRAS DROGAS, MEDICAMENTOS Y SUSTANCIAS BIOLOGICAS
R853;HALLAZGOS ANORMALES EN MUESTRAS TOMADAS DE ORGANOS DIGESTIVOS Y DE LA CAVIDAD ABDOMINAL, NIVEL ANORMAL DE SUSTANCIAS DE ORIGEN FUNDAMENTALMENTE NO MEDICINAL
R854;HALLAZGOS ANORMALES EN MUESTRAS TOMADAS DE ORGANOS DIGESTIVOS Y DE LA CAVIDAD ABDOMINAL, HALLAZGOS INMUNOLOGICOS ANORMALES
R855;HALLAZGOS ANORMALES EN MUESTRAS TOMADAS DE ORGANOS DIGESTIVOS Y DE LA CAVIDAD ABDOMINAL, HALLAZGOS MICROBIOLOGICOS ANORMALES, HALLAZGOS POSITIVOS EN EL CULTIVO
R856;HALLAZGOS ANORMALES EN MUESTRAS TOMADAS DE ORGANOS DIGESTIVOS Y DE LA CAVIDAD ABDOMINAL, HALLAZGOS CITOLOGICOS ANORMALES, FROTIS ANORMAL DE PAPANICOLAOU
R857;HALLAZGOS ANORMALES EN MUESTRAS TOMADAS DE ORGANOS DIGESTIVOS Y DE LA CAVIDAD ABDOMINAL, HALLAZGOS HISTOLOGICOS ANORMALES
R858;HALLAZGOS ANORMALES EN MUESTRAS TOMADAS DE ORGANOS DIGESTIVOS Y DE LA CAVIDAD ABDOMINAL, OTROS HALLAZGOS ANORMALES, HALLAZGOS CROMOSOMICOS ANORMALES
R859;HALLAZGOS ANORMALES EN MUESTRA TOMADAS DE ORGANOS DIGESTIVOS Y DE LA CAVIDAD ABDOMINAL, HALLAZGOS ANORMALES NO ESPECIFICADOS
R86;HALLAZGOS ANORMALES EN MUESTRAS TOMADAS DE ORGANOS GENITALES MASCULINOS
R860;HALLAZGOS ANORMALES EN MUESTRAS TOMADAS DE ORGANOS GENITALES MASCULINOS, NIVEL ANORMAL DE ENZIMAS
R861;HALLAZGOS ANORMALES EN MUESTRAS TOMADAS DE ORGANOS GENITALES MASCULINOS, NIVEL ANORMAL DE HORMONAS
R862;HALLAZGOS ANORMALES EN MUESTRAS TOMADAS DE ORGANOS GENITALES MASCULINOS, NIVEL ANORMAL DE OTRAS DROGAS, MEDICAMENTOS Y SUSTANCIAS BIOLOGICAS
R863;HALLAZGOS ANORMALES EN MUESTRAS TOMADAS DE ORGANOS GENITALES MASCULINOS, NIVEL ANORMAL DE SUSTANCIAS DE ORIGEN FUNDAMENTALMENTE NO MEDICINAL
R864;HALLAZGOS ANORMALES EN MUESTRAS TOMADAS DE ORGANOS GENITALES MASCULINOS, HALLAZGOS INMUNOLOGICOS ANORMALES
R865;HALLAZGOS ANORMALES EN MUESTRAS TOMADAS DE ORGANOS GENITALES MASCULINOS, HALLAZGOS MICROBIOLOGICOS ANORMALES, HALLAZGOS POSITIVOS EN EL CULTIVO
R866;HALLAZGOS ANORMALES EN MUESTRAS TOMADAS DE ORGANOS GENITALES MASCULINOS, HALLAZGOS CITOLOGICOS ANORMALES, FROTIS ANORMAL DE PAPANICOLAOU
R867;HALLAZGOS ANORMALES EN MUESTRAS TOMADAS DE ORGANOS GENITALES MASCULINOS, HALLAZGOS HISTOLOGICOS ANORMALES
R868;HALLAZGOS ANORMALES EN MUESTRAS TOMADAS DE ORGANOS GENITALES MASCULINOS, OTROS HALLAZGOS ANORMALES, HALLAZGOS CROMOSOMICOS ANORMALES
R869;HALLAZGOS ANORMALES EN MUESTRAS TOMADAS DE ORGANOS GENITALES MASCULINOS, HALLAZGOS ANORMALES NO ESPECIFICADOS
R87;HALLAZGOS ANORMALES EN MUESTRAS TOMADAS DE ORGANOS GENITALES FEMENINOS
R870;HALLAZGOS ANORMALES EN MUESTRAS TOMADAS DE ORGANOS GENITALES FEMENINOS, NIVEL ANORMAL DE ENZIMAS
